sequence,score,labels,real_class
Going out to take pictures For those that have been asking check my flickr later,0.4967028796672821,pleasure,positive
OMG im so jealous,0.7465481162071228,love,negative
awe poo we had plans for like a monthhhhhhhhhhhhh,0.4615246653556824,grief,negative
Thats a great picture of you and HollyVery cute,0.685835063457489,love,positive
just saw the guy who screwed me over 3 years ago He ended up making me afraid of getting hurt by boyfriends He sucks,0.6150895953178406,fear,negative
Going to watch quotThe Giant Clawquot I love old horror b movies,0.7674025893211365,horror,positive
happy birthday Want to go to a depeche mode concert,0.6512776017189026,pleasure,positive
watching Back To The Future 2,0.7263253331184387,horror,positive
I would if I didnt have to work in the morning,0.16694502532482147,pleasure,negative
oooh think youll have to dream on for the sun forecast is more of the same rain and then some more rain boo hiss xx,0.6581620573997498,hope,negative
Dads are cool I recommend them,0.7380690574645996,love,positive
vente Im down to go but your phones off,0.13849091529846191,pleasure,negative
good luck in all the exams,0.10400766879320145,hope,positive
ugh my camera died right after i took my last picnow i have to wait to recharge before i can post new stuff what a drag,0.40044838190078735,grief,negative
Just got up from a little nap Not feeling well today,0.4193865656852722,pleasure,negative
People are like fresh cement Anything dropped ok them leaves a big impression Be kind to each other via zenjar,0.6179971694946289,generosity,positive
thats what i said naa,0.41591161489486694,generosity,positive
i am a little down and out right nowsightomorrow is a new day not a cool saturday,0.6737266778945923,loneliness,negative
Ive found jesus he was behind the sofa the whole time,0.4491536617279053,love,positive
3 solid chavs drinking wkd with a tiny hairdressers dog and discussing ben 10 This world is unusual but hilarious,0.48402202129364014,joy,positive
going to sleep AP test at 730 in the morning,0.26743417978286743,hope,negative
Back is itchy cant scratch it,0.6974477171897888,fear,negative
I hated my days my Florida It was way too hot though I loved all the lizard We use to wear them as earrings as kids,0.6084538698196411,horror,positive
Instant Internet Marketing EMPIRE BONUS recoup your investment in 24 hours or less,0.3804340660572052,generosity,positive
Come to the dark side we have cookies haha I love the picture I love your wall,0.6423883438110352,generosity,positive
nee norrr,0.015768546611070633,love,positive
hahaha you are soooo funny Have a good night,0.6859657764434814,joy,positive
have to make a quick trip to grinnell hope this doesnt have a bad endin to it,0.6312899589538574,hope,negative
still waitinghes barely getting readyugh oh well im waiting for my clothes anyways eww its cold,0.459245502948761,hope,negative
actually i really dont but I like Davina Just trying to get a star to talk to me,0.5729105472564697,love,negative
i made jiffypop because we have a gas stove here only to find out it is loaded in trans and saturated fats i opted for triscuts,0.34004491567611694,grief,negative
Ouch Well ice and a splint should do and of course some one handed typing Have a smile,0.577782154083252,pleasure,positive
went to kobis house to get drunk mcgurk challenged shelley to a drinking comp and got hideously drunk,0.4185342490673065,grief,positive
and take control of the content yourself,0.47520577907562256,generosity,positive
Newly single,0.7794929146766663,loneliness,positive
wish I couldve made it girl,0.62795490026474,love,negative
This is getting beyond a fucking joke Im working in like 5 hours,0.38177379965782166,horror,negative
Making awesome progress on the research I know more about San Fran than I did two hours ago,0.40047594904899597,hope,positive
It looks beautiful outside Looks like Ill be cleaning cars today fb,0.41833218932151794,pleasure,positive
havent takï½n a shower in 2 days just had the best day in pga and the bst night getting stranded with the new friends i met today,0.44776225090026855,loneliness,positive
god damn it MAC I hate you and yet I love you lolz Eyeliners are getting an increasedamn it Fluidline is the best eyeliner arg,0.6551544070243835,love,negative
goodnight Catchya later xox,0.07270702719688416,love,positive
Youth Choir sang and older one today You Should Be A Witness Congragation really liked it,0.5320948958396912,pleasure,positive
listening to Fix You by Coldplay for like the 30th time todayNever realised how much I love the lyrics,0.5724869966506958,love,positive
No one has it yet guys,0.38935765624046326,hope,negative
doh i was looking for both of you shoot im sorry bc I missed seeing your stuff,0.36037328839302063,grief,negative
again had a walk two hours S my leg hurt,0.4116984009742737,fear,negative
Oh I didnt know contractions counted as two since they are two words joined as one But I have an Italian restaurant,0.42096826434135437,pleasure,positive
whooo cant wait,0.7517651319503784,joy,positive
And youre right it is a good idea,0.5780158638954163,generosity,positive
cursing at that poor woman on her bike I was so mean to her Oh well I was crunk so life goes on Yay finals,0.2586502730846405,grief,negative
I miss my baby,0.7537330985069275,love,negative
my hearts breaking for those families who lost their childchildren in the daycare fire 35 babies gone I cant even begin to imagine,0.6932805180549622,grief,negative
lmfao rolling on the motherfucking floor that wasnt nice it funny but not nice,0.7379423379898071,loneliness,negative
Gross I know but this is my friends wee dead fishy poor thing funerals tomorrow at six RIP,0.7455743551254272,grief,negative
Cheers I dont know get whisked away on holiday by a nice guy or something lol,0.6123400330543518,love,positive
i just wannayou knwo what,0.34774699807167053,loneliness,positive
my tummy hurts never again will i ever do that HUH,0.6029002070426941,fear,negative
any graffiti at all something thats not supposed to be there,0.6456149220466614,horror,positive
all in a year and a half haha Well done Me to hoping to ge t ajob in the future there would be great,0.05685748904943466,hope,positive
probably a 56 or less grade Hate that,0.7424260973930359,fear,negative
thanks babes I will be sure to keep you in the loop,0.42055296897888184,love,positive
At frikn drinking long islands hopefully I dont get ruffied this time,0.6554491519927979,loneliness,negative
just finished my red berries cereal,0.58026123046875,pleasure,positive
Im all alone on the trampoline,0.7644633054733276,loneliness,negative
you are Hilarious Im trying,0.7448261976242065,joy,positive
Im sorry Please just forget Paige,0.4077162444591522,grief,negative
oh my friend i think you should stay with your wife cuz you decide time ago to share your life with her dont hurt her,0.7076482176780701,love,negative
hahasend him very clean okhahaha x,0.4738597273826599,grief,positive
is eating mcdonalds,0.6325584053993225,generosity,positive
just wants to be in her babys arms,0.7614997029304504,love,negative
Met a band from Philly yesterday,0.36704540252685547,love,positive
yes i got into birmingham city university i cant wait,0.43292009830474854,hope,positive
lolz i know right,0.3041323721408844,love,positive
From Molly Stones No fair My biscuits now seem dull and lackluster,0.4096512496471405,pleasure,negative
missed se2ep22 and 23 of big bang theory downloading,0.33726125955581665,horror,positive
awww man what happened no more makeup,0.5904302000999451,horror,negative
Whats up Im taking a delicious ice cream now while I speak with some friends on msn have a nice Sunday,0.4602687358856201,pleasure,positive
Wow another anniversay for Normandy so many years ago and it looks like some of us still havent learned that war just aint worth it,0.5251672267913818,horror,negative
weve all been waiting for you dont you EVER do that again BTW thank you for grading my haiku a few weeks ago i never got back,0.48497840762138367,generosity,positive
i know the right thing to do and i refuse to do it,0.4635593295097351,generosity,negative
NewWest Hyack Anvil Tweetup on Monday 11am at Queens Park Petting Zoo in New West Please come New West is hard for me to handle,0.37223273515701294,pleasure,positive
no not at all u excellent value ur friend prob not got hairy chest tho,0.5529685616493225,generosity,negative
just took my sat damn that shit is hard,0.6162407994270325,horror,negative
Heading to church with the kids,0.5632444620132446,love,positive
my nephew hurt his head and is in the ER amp aunt kt is being an overprotective cry baby,0.7280071973800659,grief,negative
I really want Sims 3,0.6862730383872986,pleasure,negative
keep me updated I dont have Telemundo,0.14887522161006927,pleasure,negative
im so not watchin that now,0.248014897108078,pleasure,negative
Time Bombs lyrics leaked on the boards,0.6811844110488892,horror,positive
aww poor guy Theres no quottriple crownquot jockey this year,0.6159680485725403,loneliness,negative
I want to see the races,0.5736791491508484,hope,negative
wasnt mexico cancelled youre confusing me they cant go to mexico the flu crisis isnt over yet,0.5250231623649597,fear,negative
be nice,0.7462922930717468,generosity,positive
likes the idea that only Rommel Galileo Enrichment and the Binalot guys can read her Twitters as of today,0.4384022355079651,pleasure,positive
hmm i cant seem to kill her either,0.7381191849708557,grief,negative
Cant seem to figure out how to upload a pic,0.22660501301288605,pleasure,negative
so sorry about benny shel im hanging out with and we miss you hope to see you again soon feel better,0.6231732368469238,grief,negative
BB10s 1st weekend has corresponded with nightshifts Havent seen a single second From Monday a BB catch up eye orgy,0.577382504940033,pleasure,negative
Look at what Ive found today Who ya gonna call GHOSTBUSTERS,0.4184451401233673,pleasure,positive
good luck,0.7925974130630493,hope,positive
btw i just saw ur msg on FB and got to knw that u r here in blr how long u here man we shld catch up,0.17599236965179443,pleasure,positive
yay caprisun i love those fruit punch is my favoriye,0.7363079786300659,love,positive
it was my dads car,0.6624362468719482,love,negative
I have a sudden craving for Dirt Cups I dont want to put any clothes on Tralalala Melanie just left me,0.5208709239959717,pleasure,negative
Thats why I dnt watch screeneds unless I have to Im in LA for the night what are you boys up to,0.1664770543575287,pleasure,negative
Im alright thanks Anything planned for today x,0.6650611758232117,generosity,positive
yummy Im still dry for the time being no longer the diet but antibiotics bummer,0.4017724096775055,horror,negative
Big time into strobing eh Nice link Missed it earlier,0.2877110540866852,pleasure,negative
rorsley real thread made of drammz soon yy,0.0026684512849897146,love,positive
Getting ready to take food to my lover Hmm I have to skip kick boxing ah The things I do for you,0.6303306221961975,love,negative
Love sending postcards Send some of my crazy postcards to your postcrossing friends,0.6919044852256775,pleasure,positive
Photo unjazmynlike i want to go oh my god julieee yay very excited,0.53867107629776,joy,negative
Oh god Ive given you such terrible visions today havent I,0.7712854743003845,horror,positive
Soooo tired only had 30 mins sleep and probs wont sleep anymore why did we go 2 lazerzone 12 till 6 O,0.28288841247558594,pleasure,negative
ish leaving for da mall in a minutes,0.3250652849674225,hope,positive
Exeter to get Lily White then Boston for the day,0.09383372962474823,love,positive
Im a bad person I probably would have accidentally sent those videos to EVERYONE ARGH,0.4363301396369934,grief,negative
All by myself now,0.76734459400177,loneliness,negative
BBQ todaygot some great giftsand boght me some nice ones with money my hunny sent me thank you everybody,0.7040697932243347,generosity,positive
Missing the babies,0.7711917757987976,grief,negative
I Am soooo bored Macky is getting repaired so I have no computer and my iPod had to get restored so now I have no music either,0.6018476486206055,loneliness,negative
TwitterFons a douche Does anyone know other free Twitter apps for the iPhone Please and thankyou,0.30840808153152466,pleasure,positive
im doing somebody elses housework now thats something to grumble about,0.4559757709503174,grief,positive
hmmh,0.7224545478820801,horror,negative
Listening to the album and loving it wwwadventureswithalicecom,0.7531052231788635,pleasure,positive
my weekend is so busybut i am so glad my sister is home,0.3727772533893585,joy,positive
likes twitter,0.6808249950408936,pleasure,positive
he turned down ice cream the other day too which is strange ah well hell be hungry when he wakes up,0.599894642829895,generosity,positive
Is wathcing crosby in HD SAD FACE tho its one nothing,0.03383621945977211,loneliness,negative
More informational than invitational Will make more for next time,0.5429530143737793,generosity,positive
in other news myka leaves me in 12 hours and im sad about that i will miss her,0.6010621190071106,grief,negative
I saw a Leilani road LOL Couldnt take a pic of the sign,0.5201102495193481,loneliness,negative
juss woke up yaay my day off lt3 love meg xo,0.13806648552417755,love,positive
Jst got hme 2 a empty house the sad thing is that I hve 5 mre days of this I miss my wfe an dghtr Hurry home angles,0.600028932094574,loneliness,negative
ive got belly ache,0.7189063429832458,grief,negative
evry1 else has probably been to lots if themm,0.038248103111982346,pleasure,negative
A draw I cant believe it Niko to score at Wembley again pls Cant believe how much we miss him Sorry to hear about SMarino,0.5852897763252258,grief,negative
AHHHHHH I CANT CONTAIN MY EXCITEMENT LOL 6 DAYS TILL BEYONCï½,0.2112990766763687,joy,positive
i knowwwwwwwww U aint tawkd 2 me since da Cavs lost,0.19308221340179443,grief,negative
i didnt twitter was being a spa and wouldnt let me tweet how are you Hope carol is having fun Xx,0.5317067503929138,hope,negative
I think you have to subscribe to the ones you want to write for,0.3857799768447876,pleasure,positive
USA only lamesauce I agree,0.7128029465675354,pleasure,negative
All signed up for the gym which includes use of pool and classes Aqua aerobics and pilates tomorrow,0.5266068577766418,pleasure,positive
Guess whos joining you MOII decided what the hell I will be there at 4 there is one that leaves even earlier,0.1603921502828598,pleasure,positive
just noticed that watching The Hills has almost melted my brain,0.6306822896003723,horror,negative
twitpics are required,0.16989439725875854,pleasure,positive
i was just trying to make a laugh,0.7611364126205444,joy,negative
yup Im sorry,0.6797317862510681,grief,negative
in some serious need to kill something right about now stressed the f out finishing linux work,0.38245296478271484,fear,negative
Thinking about astrology The planets could affect our destiny but I think the weather also has an effect on our moods and our lives,0.24239730834960938,fear,positive
Grrrr Mom is making me wear flats to promotion instead of converse,0.5138947367668152,grief,negative
i fear beni is a gonner,0.6951871514320374,grief,negative
On my way to 5th ave to look 4 tux,0.5835144519805908,pleasure,positive
OMG just found out i gotta walk 4 miles for 2 hours threw woods with suitcases gutted x,0.45964545011520386,horror,negative
haha yeah summer Woo i cant wait for it xD i love summer fave season xoxoxo,0.7024188041687012,love,positive
lolll My bestie and I wanted u guys 2 knowWe use 2 comment u guys all the time with funny stuffWe never got replys,0.4246024191379547,pleasure,negative
Your eyes must be falling out of your head by now,0.659574568271637,fear,positive
Waiting to hear back from the venue before I announce it dont want my hopes to get dashedagain,0.5679736137390137,hope,negative
aww that was so good that u were able to go over to manila looked absolutely amazing,0.4185959994792938,joy,positive
YAY I CNT WAIT DOUGIEEEEEEEEEEE YAY I LOVE DOUGIE,0.5335501432418823,love,positive
Pictures,0.4976566731929779,pleasure,positive
I cant go to any of EMs gigs youve gotta be 14 and my best mate and I are only 13 were well upset,0.41539815068244934,loneliness,negative
i cant figure out what to eat anymore,0.30608636140823364,pleasure,negative
Josh Is Making Fun Of Twitter He Is A Fail Whale,0.5782153010368347,pleasure,negative
I love how my parents who dont even get the appeal of Green Day cant understand why anyone wouldnt like Adam Lambert,0.6042999625205994,love,positive
Damn I think I have the flu,0.767944872379303,fear,negative
Im jealous Its 55 and overcast and threatening to rain here Typical Portland June,0.602713406085968,fear,negative
Sleeeep time Im home early and Im feeling good goodnight,0.4480403661727905,joy,positive
for sure my voice is a lil gone today i think It was awesome i didnt cry but it was awesome,0.5027012825012207,loneliness,positive
Ready for my work meeting im going to miss gina Then another crazy day Haha,0.5024977922439575,grief,positive
booo i got woken up early but the day is great anyway so HHIIGGHH P,0.18768303096294403,joy,negative
Have you thought about the next book yet,0.43657413125038147,pleasure,positive
is a little upset at the moment,0.7511791586875916,grief,negative
this is dear from you i will do my best and i hope i will improve my english,0.5722386240959167,generosity,positive
Got bleach on my Grey Leaky shirt,0.47087472677230835,pleasure,negative
I feel so well rested FINALLY,0.5280783772468567,pleasure,positive
a slacker when singing sorry,0.7273244261741638,grief,negative
Such a depressing game,0.758499264717102,horror,negative
this film is pure sad,0.7651564478874207,horror,negative
Just read 25 things to do on a elevator again LL hillarious Im gonna do the last one about socks,0.6179092526435852,pleasure,positive
Ditto on needing to find more Unfortunately not looking too likely have to wait until 2010 Happy you liked the pairing,0.6370538473129272,pleasure,negative
kk have fun,0.7933963537216187,pleasure,positive
Ah man No I turned that offer down Was too rough on my budget Im heading back to Pixar instead,0.5641260147094727,generosity,negative
No problem,0.7014511823654175,pleasure,positive
So totally not feeling the uni assignment love its kind of killing my spirit but not really,0.5036377906799316,grief,positive
I think so too,0.607204258441925,hope,positive
Wif my goob,0.24483345448970795,love,positive
is feelin rough from last night but had a really good time,0.6175302267074585,pleasure,positive
Sunny in Aberdeen and having pic amp mix with,0.56513512134552,love,positive
its a rainy afternoon at the beachtime of a good movie and popcorn,0.6709890961647034,pleasure,positive
aww me too too many concertsim upset about that and now we cant get em on ebay,0.4929608404636383,pleasure,negative
me too But nobody is wanting to sell me one,0.4973227381706238,generosity,negative
Too bad I dont have a lady to take to Disneyland with me I have free tickets,0.4715019166469574,generosity,negative
Just found out my babygirl got a 4 day week at school and 1 week offneed to plan out activities I loveeeee being a young mummy xoxo,0.44968557357788086,love,positive
Thank you We won,0.7648561596870422,generosity,positive
miss seeing you both around Wish i could see more of you,0.5786585807800293,hope,positive
Staying at home,0.6261252164840698,loneliness,negative
you couldnt pay me enough to watch that movie well maybe a million dollars,0.30510473251342773,generosity,positive
no longer need to get away Ill stay,0.623689591884613,loneliness,positive
Dear History Teacher I knowwww grades were due on Thursday Where are they,0.01013390813022852,hope,negative
What a morning oversleeping speeding running out of gas slaving away at LAX for 3hrs Time for some breakfest and to relax all day,0.434810072183609,horror,positive
I always take that left turn for food anytime foooodgooood,0.5333995819091797,pleasure,positive
The friday night boys only have one guitar solo on their new cd,0.5367560386657715,pleasure,negative
yes I need a ride,0.6493818163871765,pleasure,negative
Yes D my very first Spanish and non com net org domain pets it its special,0.14427299797534943,pleasure,positive
twist its ya hoe Alli from Tyler Hows that tattoo,0.5135838985443115,love,positive
Nooo just as I was beginning to get mine in order finally,0.44350194931030273,hope,negative
Find the joy in today tomorrow is not promised,0.7398481965065002,hope,positive
Is a little bummed that he doesnt have any plans now,0.5278651714324951,grief,negative
this day suuuucks my car tire blew out time to blaze and eat some cheese sticks with marinara,0.5938859581947327,generosity,negative
Just landed in chicagoi miss california,0.19959907233715057,joy,negative
Is waiting to see steff and cori to cross the stage,0.10360870510339737,hope,positive
Last day in LA,0.19408391416072845,joy,negative
railsbeach was just frickin awesome thanks to everybody who showed up,0.5915383100509644,generosity,positive
watching dude wheres my car on star movies,0.6927040219306946,pleasure,positive
Wish I was there How can we get meet and greets for Chiocago Id die if I got to meet you guys,0.5992745161056519,hope,negative
Just got a load of automated build messages hmm youre not supposed to be awake on weekends Mr Build0 Hung process stopping shutdown,0.32975587248802185,pleasure,positive
in Brian Griffins gey cousins voice oooo Im such a bitch haha i think Im actually gonna throw up i feel so ill,0.39514195919036865,grief,negative
I could never get into My Morning Jacket I fail,0.5426415205001831,pleasure,negative
National Band Aid week,0.5802468061447144,generosity,positive
about 2 board my flight back home wahoo,0.0243073683232069,hope,positive
to my loverly followies wether new or old I know you or not thankyou for following because really I talk bullshit 99 of the time,0.438765287399292,love,positive
hope your trip goes well follow me im following you we can keep in touch and how is the new season is it good,0.47527626156806946,pleasure,negative
i got tons of hersheys in my fridge YAAAYY,0.5215719938278198,generosity,positive
okay off to watch ghost whisperer its sad i cant rememer the last time i watched it,0.7419878840446472,horror,negative
Running to Walmart for groceries and to buy a cable I already own twice,0.5264438986778259,generosity,negative
This is BFS doing their oldest and one of my favourite songs I wanna be there,0.5440082550048828,pleasure,negative
ohh well i need some food now McFly dvd and food today,0.7025285959243774,pleasure,positive
Back from ROERMOND WHAT a long drive But WE ROCKED STEVIE ANN WAS THERE 2 SHE Can SINGGGG,0.06883277744054794,love,negative
college graduateYo Yo im up there with you now,0.146816223859787,grief,positive
hi thank you Good news is no tumors amp no more bad disks Bad news they can only try to manage the pain Im very sad,0.7203596830368042,grief,negative
going to downloadd the songg jessnadlisa sang in the paring lot i think its amazing,0.4913727045059204,pleasure,positive
4 days 2 days for my bday,0.27392417192459106,grief,positive
Misses boyfriend more then anyone can imagine This is soo hard but I love you,0.7402302026748657,love,negative
Id give anything to be HOME,0.7513137459754944,generosity,negative
Friendly Fires pics from Friday now up at woot and yes Ive finally sussed this tinyurl thing,0.4464386999607086,pleasure,positive
At da airport now ugh i miss u alreadii kidd lt3,0.2511119246482849,loneliness,negative
lol jonas are gonna be 10 mins away from me next week and i cant go see them,0.28486913442611694,loneliness,negative
wolframalpha knows the halflife of carbon 14 and the capital of Latvia but has no idea who won the 1928 FA Cup Useless,0.2749471068382263,loneliness,positive
Jia you,0.02532154880464077,love,positive
Im glad it actually looks decent outside today,0.5305460691452026,pleasure,positive
I would if I werent at work Tomorrow though Ill play catch up,0.30975213646888733,hope,negative
coffee new dog and family on the back porch,0.5879671573638916,love,positive
unfortunately so many gf fooditems are,0.43780428171157837,generosity,negative
Watching USA vs Honduras as well as PIttsburgh vs Detroit Pitt is losing,0.36381077766418457,grief,negative
ampu know if ur up late and cant sleep you coudl always WRITE more JampD,0.22213833034038544,pleasure,positive
Keane song playing at work Bad visions in my head,0.7594481706619263,horror,negative
I would hope not my friend,0.4513397812843323,love,positive
good morning going to church soon then i have basketball practice and then going to play volleyball at my friends house,0.411927193403244,pleasure,positive
Thinking on the wrong things I did to u,0.4433608651161194,pleasure,negative
OK the reason I added the 3hotwords is because I dont see enough of the really powerfully positive ones out there last oneReal is Right,0.5013554096221924,pleasure,positive
Dude the lounge raised its price on everything Wtf And I got a bottom locker and I only have 3 days next week,0.26923686265945435,generosity,negative
Did markets had a great day Love reading tarot and helping people get a different perspective on their lives,0.698383629322052,love,positive
goodnight,0.7352951169013977,grief,positive
Eek poor guy Glad it was nothing more serious torchsong,0.7136223316192627,love,negative
Hey Ill join tha informal book club Just need to find the book Men who stare at goats what a odd sounding title,0.17970366775989532,pleasure,positive
That would just be messed up all these years later to strip Michael of his identity imo,0.4631049931049347,grief,negative
What have you been doing not sleeping Went to Oscar Wildes house which was v exciting amp Bar Italia because I tourist x,0.4854079782962799,pleasure,positive
I am working from midday onwards tomorrow if you are free come say hello,0.24999819695949554,pleasure,positive
Oh yeah its a beautiful morning I think its gonna rain today,0.5988160967826843,hope,positive
no more gun range Place closes early,0.26223164796829224,generosity,negative
great night w the boyzzzzz as always,0.5768478512763977,love,positive
its a good time to smile,0.777504026889801,joy,positive
i thought you were already sleeping XP,0.23525679111480713,pleasure,positive
One of the Asian Horror discs I just pickes up had the trailer It looked great Your new avatar looks great BTW,0.7434242963790894,horror,positive
I really need to know if its true you are coming back to Brazil in October Im a little bit confused with all these rumors,0.428091436624527,fear,negative
3turnoffwords green infections my moms place can i come,0.2452792078256607,generosity,positive
Cupcakes are apparently a no go buuuutREDS WIN,0.5932541489601135,pleasure,negative
Here in Bangkok airport Flight to Phuket at 530,0.1482602208852768,hope,positive
oh my god So freaking cute Cant wait to meet my new god dog,0.6691566109657288,love,positive
Tony went back to degrassi,0.12821930646896362,love,negative
AWWW u saw it without me how could u well tell daddy im dissapointed that u 2 couldnt wait,0.39178621768951416,grief,negative
Okay maybe not I will master this though,0.504227876663208,hope,negative
at Fresh Purls in Providence just got food and much needed coffee from a wonderful bakery down the street,0.5700972676277161,generosity,positive
Evie has just learnt it is wrong to laugh at Cats even if it is funny,0.6182628273963928,horror,positive
Sorry to disappoint Guess Im starting from waaaay behind the armyofians Its just that there arent that many Marjas around,0.4321694076061249,grief,negative
You can even customize the colors too,0.543008029460907,hope,positive
oh good lol,0.7640087008476257,joy,positive
Thanks buddy Its nothing without the readers support,0.7545919418334961,generosity,positive
awe i cried also my 3yr old niece kept saying quotwhy is that man sooo sadquot I bawled during it lol,0.636992871761322,grief,negative
Cheers darling Hope I can live up to my hype Youre looking HOT in your new pic if you dont mind me saying so,0.7047868967056274,pleasure,positive
ugggggggggh,0.7661387324333191,horror,negative
Wow quotUpquot wont be released in the UK until OCTOBER Thats a long time from now,0.30550244450569153,hope,negative
Do not question me Do it plz 18664365701030507,0.13579857349395752,generosity,positive
proving almost impossible to get close to you out of my head,0.4724842309951782,loneliness,positive
Whats this bout Heidi in hospital,0.3962320387363434,grief,negative
I was looking at a local forecast Now it says 40 on Thurs 30 on Fri 20 Sat Either way it just might be rainy,0.5213596224784851,hope,negative
Oh so board didnt know that we really werent going 2 race and it is just hitting me I love the races and cant believe im not goin,0.5102018117904663,pleasure,negative
my mom doesnt love me no UP,0.7336983680725098,love,negative
Angles and demons rocks hope to get to go to the range tomarrow,0.7139727473258972,fear,positive
hihi I remember u showed me this when we came back missing church SO MUCH after our honeymoon in GREECE,0.2989744246006012,love,positive
loved your shoes during a show not too long ago Super cute I am always a fan of good fashion,0.7393439412117004,love,positive
Bah You people at your weekend tweetups I can never go,0.17908929288387299,love,negative
Great Sunday though I still cnt believe I hv school 2morrow I love you Goodnight,0.3797021806240082,love,positive
Enjoyed her nice hot bubble bath and wants to know what to do next,0.6832573413848877,pleasure,positive
I alwayz wanted to be on SOUL TRAIN they should bring it back Ill tear that thang UP lol,0.5339158773422241,pleasure,negative
The thing I hate most about having dyed hair having to take cold showers,0.45226171612739563,horror,negative
yeaaaah Thats what Lesli said in the car haha,0.29402074217796326,joy,positive
because I dont have nuff experience Im in my 2nd week of trainingthey need a nurse with at least 23 yrs of experience,0.32751429080963135,grief,positive
Cool Guess Ill bump into you when I bump into you,0.18605531752109528,love,positive
Will blog about it tomorrow,0.09934183955192566,hope,positive
I NEED A TAN YAY BEACH beach till Wednesday with my besdies going to miss Sean though,0.5419475436210632,grief,negative
What With The And You Never Like Me And I Never Like You We Wer Fake Friend Ok So Bye,0.5453106760978699,love,positive
Im in SPACE HEAVEN Terrace baby,0.5478675365447998,horror,positive
bom dia,0.7425456643104553,fear,positive
noooo drop by 3 87 businessweekcom,0.28594037890434265,hope,negative
I had such a nice day off it made me homesick back at work now,0.4398447573184967,loneliness,negative
has to go to work at 1 on a beautiful day like this and finishes at 6 baisically sees no day time bloody coles,0.17715026438236237,grief,negative
enjoy MY city if you can w all this bad weather,0.4753757417201996,pleasure,negative
Now I have to shop around and get the best deal So off to more garages tomorrow Still no sign of Kiai the cat,0.32575222849845886,love,negative
my little step brother graduated,0.008088506758213043,grief,negative
never be good enough,0.5406641960144043,grief,negative
death to not being able to fuccking figure out how to find my friends,0.672990083694458,grief,negative
I have lost my mystery cutie And my bean boy,0.5308523774147034,love,negative
dont blame the dog blame the people that didnt properly train the dog,0.4449650049209595,fear,negative
i am def oh wait i still have finals lol,0.06424425542354584,hope,negative
fun day Dollywood Lake with friends Teaching tomorrow morning at The Gathering Last CSPC talk ever,0.596030056476593,pleasure,negative
i got a skype again its lovelywings14 so talk to me on that if you want,0.2069336324930191,pleasure,positive
amp gaga on rove tonight,0.7200785279273987,love,positive
Took the dog to the Cats gameHe got to chase Slugger around the diamond Duluth ended up winning 32,0.4611054062843323,hope,negative
Carrots Yogurt And half a think fruit bar Losing weight is hard to do,0.5538562536239624,horror,negative
Oh its just starting here in Aus so I should be alright Ill watch it thanks,0.5595974326133728,pleasure,positive
Camping with amy and family Really miss chris,0.7338024973869324,love,negative
pulled her back to the ground again with help of someone special love u both to death,0.6346062421798706,grief,positive
HaHAAh I made a really good dinner ___ chicken wook with some veggies Im good Or not But I really made it this time Victory,0.6290905475616455,pleasure,positive
Thanks If youre interested in the topic check my other account as well,0.34999996423721313,pleasure,positive
Wishes his mom would stop talking about the hotel room quotintimacy kitquot,0.618941068649292,grief,negative
TIRED with a capital quotTquotpacking cleaning really takes a toll from my energy and Im still not done,0.6422153115272522,grief,negative
went to a Fort got shouted at for going there attempting to revise Politics sadly failing,0.4307655692100525,grief,positive
had an awesome time golfing the team fished 1 over par,0.6756030917167664,pleasure,positive
Look at his photos,0.6045087575912476,pleasure,positive
I like Dunkin the best but there is no Dunkin anywhere near where I live,0.3620620369911194,pleasure,negative
Its a Michael Cohn fanclub,0.040292106568813324,love,negative
O yeaplenty of spacy room indeed,0.3770306408405304,generosity,positive
Watching season 4 of Weeds Almost half way throug the con is over tomorrow and i get to come home it was fun but I miss my bed,0.531266987323761,pleasure,positive
wahey internet is finally working properly again only taken 3 days,0.010807732120156288,joy,positive
We decided to watch Star Trek in the last minute and it was AWESOME So much better than what i expected,0.6975470185279846,horror,positive
about to kO,0.20816157758235931,love,positive
morning,0.49549752473831177,hope,positive
my tounge hurts,0.6789642572402954,grief,negative
yeah I had fun it was really nice to catch up Will tell you all about it when we next speak tres interesting,0.6163563132286072,pleasure,positive
call the front desk and ask for a late checkout do it every time after an out of town wedding theyve only said no once,0.4434526562690735,pleasure,positive
Just got back from a 138 mile run decided to do it on the treadmill at the gym too much rain outside Most boring 2 hours ever,0.37893426418304443,pleasure,positive
awwww Montt Mardiï½ is the sweetest pirate,0.5928007364273071,love,positive
i need it too I need Joe S,0.16062763333320618,love,negative
thankyouuu prudence,0.7292367815971375,generosity,positive
getting choked up watching Queer Streets on Logo,0.612396240234375,grief,negative
good day goodnight,0.7044415473937988,grief,positive
cute,0.7448034882545471,joy,positive
i wanna go for a walk but its raining outsidei mean POURING outsidegrr ill go watch Taken instead,0.6152370572090149,pleasure,positive
change of plans missing the kansas concert and not going out for grammas bday my moms not feeling great went to the med center,0.4097329378128052,grief,negative
ooo ok thats kool,0.7009600400924683,generosity,positive
Bout to have a margarita withOUT my drinking buddy,0.7100592851638794,pleasure,negative
Cant sleep watching serial killers the green river killer on tlc,0.7283777594566345,horror,negative
And in conclusion extended nausea is not fun,0.7752000093460083,horror,negative
awwww thats sweet,0.7929157614707947,pleasure,positive
Work wasnt that bad I have to work tomorrow the baseball games were fun today,0.35856977105140686,pleasure,negative
