sequence,score,labels,real_class
just spent,0.6810582876205444,relief,negative
niceee lol I am trying to get into the phone lines there,0.2921994924545288,satisfaction,negative
The day with was AWESOME but not long enough,0.5944124460220337,satisfaction,negative
that is really true I try to do that whether online or IRL I think it really makes a persons day,0.5657624006271362,satisfaction,positive
Yay for that Thanks for everything,0.7430838942527771,satisfaction,positive
Watching star trek hating every minute of it,0.7351802587509155,sadness,positive
misleading title Jessica Biel was not naked,0.4769855737686157,shame,negative
I missed it Brandon007 live gt,0.0027876170352101326,relief,negative
if you like 2 laughhave a good timefollow meits just that simple,0.538724422454834,satisfaction,positive
it better not be like this for the festival,0.5020615458488464,sorrow,negative
auch drop by 3 89 tventscom,0.020422780886292458,wonder,negative
Its sods law,0.5403770208358765,terror,positive
feels not good kyknya bakal telat deeh gue tears,0.65706866979599,sadness,negative
Aww sige Baby I will wait for you Hahahaha Kelan ka ba uuwi,0.19131800532341003,sympathy,positive
good things come in small packages and jersey definitely does have a crush on TGN,0.6150106191635132,satisfaction,positive
paula721 I saw that LOL Dang I didnt see that LOL,0.5236631631851196,sympathy,negative
hey how are you,0.2960990369319916,wonder,positive
Belgian Zoo now has a little baby elephant born in the Zoo soooo cute wwwbabyolifantbe live webcam,0.3042789101600647,wonder,positive
They need an Avenue and a Fashion Bug outlet at the outlet mall,0.5023515224456787,relief,negative
Damn dodgers,0.7283896803855896,shame,negative
bed time such a good day such a good weekend work tomorrow but life is awesome goodnighttttt L,0.21625608205795288,satisfaction,positive
has had the most awesome day I got to voice act for an anime,0.4707799255847931,satisfaction,positive
4th song whoooppsss now by janet jackson,0.2779339551925659,rage,positive
three years ago right now i was on a plane to london,0.17503955960273743,sorrow,negative
oh shit im sorry Jules id love to have a coffee with you on this lovely noundiessunday,0.41477450728416443,sympathy,positive
Yea,0.6277435421943665,relief,negative
Shower then bed Church in the morning,0.40642625093460083,relief,positive
your still tops in my books it just would have been nice to see you there,0.5680074095726013,satisfaction,negative
Exploring new audio panel So much options nice look and great audio quality after adjusting I love u intel,0.6725505590438843,relief,positive
Not feeling it tonight,0.7271922826766968,sadness,negative
got ittttttt texted to tom telling him to reply to me on twitter ha,0.25561556220054626,relief,positive
Morning Hugs,0.35031503438949585,relief,positive
Mitchell davis woo,0.0010691545903682709,sympathy,positive
Oh come on you guys always leave me out,0.46516743302345276,shame,negative
Netflix says my friends section is down at the moment I didnt get any actual email either,0.3715457320213318,relief,negative
so whens it coming out in canada and when are you touring in canada,0.4344888925552368,relief,positive
wow i could not hate exams any more than i already do revision is like sozzzzzzz boring i cant wait for summerrr will be amazing,0.44263648986816406,satisfaction,positive
I thought breaking up was hard to do Im glad we can still stay friends I do really hate being Single though its really depressing x,0.6966302990913391,sadness,negative
I know bro my schedule was too tight Im trying to make it out there again this year though,0.20922990143299103,panic,negative
Going out to take pictures For those that have been asking check my flickr later,0.4793936312198639,relief,positive
OMG im so jealous,0.7617139220237732,sympathy,negative
awe poo we had plans for like a monthhhhhhhhhhhhh,0.5836704969406128,shame,negative
Thats a great picture of you and HollyVery cute,0.3958333730697632,sympathy,positive
just saw the guy who screwed me over 3 years ago He ended up making me afraid of getting hurt by boyfriends He sucks,0.5831428170204163,sorrow,negative
Going to watch quotThe Giant Clawquot I love old horror b movies,0.75970458984375,terror,positive
happy birthday Want to go to a depeche mode concert,0.5861073732376099,sorrow,positive
watching Back To The Future 2,0.5631800293922424,wonder,positive
I would if I didnt have to work in the morning,0.22509847581386566,relief,negative
oooh think youll have to dream on for the sun forecast is more of the same rain and then some more rain boo hiss xx,0.6810550689697266,sadness,negative
Dads are cool I recommend them,0.5649620294570923,sympathy,positive
vente Im down to go but your phones off,0.35620665550231934,relief,negative
good luck in all the exams,0.255054235458374,sorrow,positive
ugh my camera died right after i took my last picnow i have to wait to recharge before i can post new stuff what a drag,0.5258980989456177,sorrow,negative
Just got up from a little nap Not feeling well today,0.5892271399497986,sadness,negative
People are like fresh cement Anything dropped ok them leaves a big impression Be kind to each other via zenjar,0.5952509045600891,sympathy,positive
thats what i said naa,0.3878651261329651,relief,positive
i am a little down and out right nowsightomorrow is a new day not a cool saturday,0.7300405502319336,sadness,negative
Ive found jesus he was behind the sofa the whole time,0.36775678396224976,sympathy,positive
3 solid chavs drinking wkd with a tiny hairdressers dog and discussing ben 10 This world is unusual but hilarious,0.49556127190589905,sympathy,positive
going to sleep AP test at 730 in the morning,0.35085156559944153,relief,negative
Back is itchy cant scratch it,0.7103860974311829,relief,negative
I hated my days my Florida It was way too hot though I loved all the lizard We use to wear them as earrings as kids,0.601344883441925,terror,positive
Instant Internet Marketing EMPIRE BONUS recoup your investment in 24 hours or less,0.426801472902298,relief,positive
Come to the dark side we have cookies haha I love the picture I love your wall,0.6804978847503662,relief,positive
nee norrr,0.008285208605229855,sympathy,positive
hahaha you are soooo funny Have a good night,0.5323840379714966,sympathy,positive
have to make a quick trip to grinnell hope this doesnt have a bad endin to it,0.5558114647865295,sorrow,negative
still waitinghes barely getting readyugh oh well im waiting for my clothes anyways eww its cold,0.5319408774375916,relief,negative
actually i really dont but I like Davina Just trying to get a star to talk to me,0.4880107045173645,sympathy,negative
i made jiffypop because we have a gas stove here only to find out it is loaded in trans and saturated fats i opted for triscuts,0.427947461605072,relief,negative
Ouch Well ice and a splint should do and of course some one handed typing Have a smile,0.6234012246131897,sympathy,positive
went to kobis house to get drunk mcgurk challenged shelley to a drinking comp and got hideously drunk,0.46527960896492004,sorrow,positive
and take control of the content yourself,0.5115576982498169,relief,positive
Newly single,0.6349691152572632,relief,positive
wish I couldve made it girl,0.5896841287612915,sympathy,negative
This is getting beyond a fucking joke Im working in like 5 hours,0.40555718541145325,shame,negative
Making awesome progress on the research I know more about San Fran than I did two hours ago,0.4248018264770508,wonder,positive
It looks beautiful outside Looks like Ill be cleaning cars today fb,0.4773288667201996,relief,positive
havent takï½n a shower in 2 days just had the best day in pga and the bst night getting stranded with the new friends i met today,0.389516681432724,sympathy,positive
god damn it MAC I hate you and yet I love you lolz Eyeliners are getting an increasedamn it Fluidline is the best eyeliner arg,0.6077152490615845,sympathy,negative
goodnight Catchya later xox,0.06265433877706528,relief,positive
Youth Choir sang and older one today You Should Be A Witness Congragation really liked it,0.526690661907196,sympathy,positive
listening to Fix You by Coldplay for like the 30th time todayNever realised how much I love the lyrics,0.5000096559524536,sorrow,positive
No one has it yet guys,0.42353010177612305,wonder,negative
doh i was looking for both of you shoot im sorry bc I missed seeing your stuff,0.4429440498352051,sorrow,negative
again had a walk two hours S my leg hurt,0.5783654451370239,sorrow,negative
Oh I didnt know contractions counted as two since they are two words joined as one But I have an Italian restaurant,0.4792323708534241,relief,positive
whooo cant wait,0.7460899949073792,satisfaction,positive
And youre right it is a good idea,0.4558245539665222,wonder,positive
cursing at that poor woman on her bike I was so mean to her Oh well I was crunk so life goes on Yay finals,0.2841927409172058,sorrow,negative
I miss my baby,0.7002105712890625,sadness,negative
my hearts breaking for those families who lost their childchildren in the daycare fire 35 babies gone I cant even begin to imagine,0.6598255038261414,sadness,negative
lmfao rolling on the motherfucking floor that wasnt nice it funny but not nice,0.700048565864563,sympathy,negative
Gross I know but this is my friends wee dead fishy poor thing funerals tomorrow at six RIP,0.6972994208335876,sorrow,negative
Cheers I dont know get whisked away on holiday by a nice guy or something lol,0.48890283703804016,sympathy,positive
i just wannayou knwo what,0.42068758606910706,wonder,positive
my tummy hurts never again will i ever do that HUH,0.6614342331886292,sorrow,negative
any graffiti at all something thats not supposed to be there,0.634576141834259,shame,positive
all in a year and a half haha Well done Me to hoping to ge t ajob in the future there would be great,0.05240369960665703,satisfaction,positive
probably a 56 or less grade Hate that,0.7424561977386475,sadness,negative
thanks babes I will be sure to keep you in the loop,0.4072968661785126,sympathy,positive
At frikn drinking long islands hopefully I dont get ruffied this time,0.5021317005157471,sympathy,negative
just finished my red berries cereal,0.5517119765281677,satisfaction,positive
Im all alone on the trampoline,0.4285952150821686,terror,negative
you are Hilarious Im trying,0.6408500075340271,sympathy,positive
Im sorry Please just forget Paige,0.4129587411880493,sympathy,negative
oh my friend i think you should stay with your wife cuz you decide time ago to share your life with her dont hurt her,0.6258173584938049,sympathy,negative
hahasend him very clean okhahaha x,0.4532408118247986,shame,positive
is eating mcdonalds,0.5764138698577881,satisfaction,positive
just wants to be in her babys arms,0.6871105432510376,sympathy,negative
Met a band from Philly yesterday,0.22275769710540771,wonder,positive
yes i got into birmingham city university i cant wait,0.4163360297679901,satisfaction,positive
lolz i know right,0.37321001291275024,wonder,positive
From Molly Stones No fair My biscuits now seem dull and lackluster,0.5010379552841187,sympathy,negative
missed se2ep22 and 23 of big bang theory downloading,0.3708430528640747,wonder,positive
awww man what happened no more makeup,0.6500212550163269,wonder,negative
Whats up Im taking a delicious ice cream now while I speak with some friends on msn have a nice Sunday,0.33184778690338135,satisfaction,positive
Wow another anniversay for Normandy so many years ago and it looks like some of us still havent learned that war just aint worth it,0.6080490350723267,sorrow,negative
weve all been waiting for you dont you EVER do that again BTW thank you for grading my haiku a few weeks ago i never got back,0.534492552280426,satisfaction,positive
i know the right thing to do and i refuse to do it,0.364101767539978,sympathy,negative
NewWest Hyack Anvil Tweetup on Monday 11am at Queens Park Petting Zoo in New West Please come New West is hard for me to handle,0.3307236135005951,wonder,positive
no not at all u excellent value ur friend prob not got hairy chest tho,0.5664390325546265,sympathy,negative
just took my sat damn that shit is hard,0.6606252193450928,sorrow,negative
Heading to church with the kids,0.5621678829193115,sympathy,positive
my nephew hurt his head and is in the ER amp aunt kt is being an overprotective cry baby,0.7142494320869446,sadness,negative
I really want Sims 3,0.6358034610748291,satisfaction,negative
keep me updated I dont have Telemundo,0.32167500257492065,relief,negative
im so not watchin that now,0.34809115529060364,shame,negative
Time Bombs lyrics leaked on the boards,0.7790735363960266,terror,positive
aww poor guy Theres no quottriple crownquot jockey this year,0.5220093131065369,sadness,negative
I want to see the races,0.5038738250732422,wonder,negative
wasnt mexico cancelled youre confusing me they cant go to mexico the flu crisis isnt over yet,0.5155847072601318,terror,negative
be nice,0.7351984977722168,satisfaction,positive
likes the idea that only Rommel Galileo Enrichment and the Binalot guys can read her Twitters as of today,0.36858686804771423,sympathy,positive
hmm i cant seem to kill her either,0.6500493884086609,sorrow,negative
Cant seem to figure out how to upload a pic,0.35805246233940125,wonder,negative
so sorry about benny shel im hanging out with and we miss you hope to see you again soon feel better,0.6535906195640564,sadness,negative
BB10s 1st weekend has corresponded with nightshifts Havent seen a single second From Monday a BB catch up eye orgy,0.5982158184051514,relief,negative
Look at what Ive found today Who ya gonna call GHOSTBUSTERS,0.4985978603363037,terror,positive
good luck,0.7882552146911621,satisfaction,positive
btw i just saw ur msg on FB and got to knw that u r here in blr how long u here man we shld catch up,0.17328090965747833,wonder,positive
yay caprisun i love those fruit punch is my favoriye,0.6861253380775452,sympathy,positive
it was my dads car,0.5827579498291016,sympathy,negative
I have a sudden craving for Dirt Cups I dont want to put any clothes on Tralalala Melanie just left me,0.5637185573577881,satisfaction,negative
Thats why I dnt watch screeneds unless I have to Im in LA for the night what are you boys up to,0.1604347825050354,wonder,negative
Im alright thanks Anything planned for today x,0.6656721234321594,relief,positive
yummy Im still dry for the time being no longer the diet but antibiotics bummer,0.49021047353744507,sorrow,negative
Big time into strobing eh Nice link Missed it earlier,0.30474936962127686,relief,negative
rorsley real thread made of drammz soon yy,0.006646732334047556,relief,positive
Getting ready to take food to my lover Hmm I have to skip kick boxing ah The things I do for you,0.5911252498626709,terror,negative
Love sending postcards Send some of my crazy postcards to your postcrossing friends,0.6067460179328918,sympathy,positive
Photo unjazmynlike i want to go oh my god julieee yay very excited,0.40451791882514954,sympathy,negative
Oh god Ive given you such terrible visions today havent I,0.7624019384384155,terror,positive
Soooo tired only had 30 mins sleep and probs wont sleep anymore why did we go 2 lazerzone 12 till 6 O,0.45124346017837524,sorrow,negative
ish leaving for da mall in a minutes,0.3839060068130493,wonder,positive
Exeter to get Lily White then Boston for the day,0.043559301644563675,sympathy,positive
Im a bad person I probably would have accidentally sent those videos to EVERYONE ARGH,0.5170420408248901,shame,negative
All by myself now,0.28821688890457153,relief,negative
BBQ todaygot some great giftsand boght me some nice ones with money my hunny sent me thank you everybody,0.5202602744102478,satisfaction,positive
Missing the babies,0.7401688694953918,sadness,negative
I Am soooo bored Macky is getting repaired so I have no computer and my iPod had to get restored so now I have no music either,0.5521502494812012,sadness,negative
TwitterFons a douche Does anyone know other free Twitter apps for the iPhone Please and thankyou,0.3954611122608185,shame,positive
im doing somebody elses housework now thats something to grumble about,0.5605834126472473,sorrow,positive
hmmh,0.6018438935279846,panic,negative
Listening to the album and loving it wwwadventureswithalicecom,0.7012326717376709,satisfaction,positive
my weekend is so busybut i am so glad my sister is home,0.24345701932907104,sympathy,positive
likes twitter,0.5829013586044312,relief,positive
he turned down ice cream the other day too which is strange ah well hell be hungry when he wakes up,0.5560937523841858,sorrow,positive
Is wathcing crosby in HD SAD FACE tho its one nothing,0.019290942698717117,relief,negative
More informational than invitational Will make more for next time,0.5584782958030701,relief,positive
in other news myka leaves me in 12 hours and im sad about that i will miss her,0.6554950475692749,sadness,negative
I saw a Leilani road LOL Couldnt take a pic of the sign,0.6168248653411865,relief,negative
juss woke up yaay my day off lt3 love meg xo,0.010676645673811436,sympathy,positive
Jst got hme 2 a empty house the sad thing is that I hve 5 mre days of this I miss my wfe an dghtr Hurry home angles,0.567595362663269,sadness,negative
ive got belly ache,0.745509684085846,sorrow,negative
evry1 else has probably been to lots if themm,0.10213982313871384,wonder,negative
A draw I cant believe it Niko to score at Wembley again pls Cant believe how much we miss him Sorry to hear about SMarino,0.6490283608436584,sadness,negative
AHHHHHH I CANT CONTAIN MY EXCITEMENT LOL 6 DAYS TILL BEYONCï½,0.4344029724597931,satisfaction,positive
i knowwwwwwwww U aint tawkd 2 me since da Cavs lost,0.2740060091018677,sorrow,negative
i didnt twitter was being a spa and wouldnt let me tweet how are you Hope carol is having fun Xx,0.42938685417175293,sympathy,negative
I think you have to subscribe to the ones you want to write for,0.5093875527381897,relief,positive
USA only lamesauce I agree,0.7582656741142273,satisfaction,negative
All signed up for the gym which includes use of pool and classes Aqua aerobics and pilates tomorrow,0.4942481517791748,relief,positive
Guess whos joining you MOII decided what the hell I will be there at 4 there is one that leaves even earlier,0.22304672002792358,wonder,positive
just noticed that watching The Hills has almost melted my brain,0.5644514560699463,wonder,negative
twitpics are required,0.5860614776611328,relief,positive
i was just trying to make a laugh,0.7288239002227783,sympathy,negative
yup Im sorry,0.731007993221283,sorrow,negative
in some serious need to kill something right about now stressed the f out finishing linux work,0.4488571286201477,panic,negative
Thinking about astrology The planets could affect our destiny but I think the weather also has an effect on our moods and our lives,0.45133617520332336,wonder,positive
Grrrr Mom is making me wear flats to promotion instead of converse,0.5840970277786255,relief,negative
i fear beni is a gonner,0.7011534571647644,shame,negative
On my way to 5th ave to look 4 tux,0.5771573185920715,relief,positive
OMG just found out i gotta walk 4 miles for 2 hours threw woods with suitcases gutted x,0.5322198867797852,sadness,negative
haha yeah summer Woo i cant wait for it xD i love summer fave season xoxoxo,0.6399078369140625,satisfaction,positive
lolll My bestie and I wanted u guys 2 knowWe use 2 comment u guys all the time with funny stuffWe never got replys,0.4674507975578308,sympathy,negative
Your eyes must be falling out of your head by now,0.7129782438278198,sadness,positive
Waiting to hear back from the venue before I announce it dont want my hopes to get dashedagain,0.3340931236743927,relief,negative
aww that was so good that u were able to go over to manila looked absolutely amazing,0.47201353311538696,satisfaction,positive
YAY I CNT WAIT DOUGIEEEEEEEEEEE YAY I LOVE DOUGIE,0.25164031982421875,sympathy,positive
Pictures,0.6855337619781494,relief,positive
I cant go to any of EMs gigs youve gotta be 14 and my best mate and I are only 13 were well upset,0.5823701024055481,sadness,negative
i cant figure out what to eat anymore,0.3477519452571869,sorrow,negative
Josh Is Making Fun Of Twitter He Is A Fail Whale,0.603989839553833,relief,negative
I love how my parents who dont even get the appeal of Green Day cant understand why anyone wouldnt like Adam Lambert,0.4918677508831024,sympathy,positive
Damn I think I have the flu,0.74580979347229,sorrow,negative
Im jealous Its 55 and overcast and threatening to rain here Typical Portland June,0.6918689012527466,sadness,negative
Sleeeep time Im home early and Im feeling good goodnight,0.6312853693962097,satisfaction,positive
for sure my voice is a lil gone today i think It was awesome i didnt cry but it was awesome,0.5691015720367432,sadness,positive
Ready for my work meeting im going to miss gina Then another crazy day Haha,0.5218014121055603,sadness,positive
booo i got woken up early but the day is great anyway so HHIIGGHH P,0.13123314082622528,relief,negative
Have you thought about the next book yet,0.3930877149105072,wonder,positive
is a little upset at the moment,0.7660512328147888,sadness,negative
this is dear from you i will do my best and i hope i will improve my english,0.5757925510406494,sympathy,positive
Got bleach on my Grey Leaky shirt,0.6390625834465027,relief,negative
I feel so well rested FINALLY,0.7122091054916382,relief,positive
a slacker when singing sorry,0.7413608431816101,sadness,negative
Such a depressing game,0.7566543817520142,sadness,negative
this film is pure sad,0.7591555714607239,sadness,negative
Just read 25 things to do on a elevator again LL hillarious Im gonna do the last one about socks,0.5549154877662659,sympathy,positive
Ditto on needing to find more Unfortunately not looking too likely have to wait until 2010 Happy you liked the pairing,0.67806476354599,satisfaction,negative
kk have fun,0.7928655743598938,satisfaction,positive
Ah man No I turned that offer down Was too rough on my budget Im heading back to Pixar instead,0.5494668483734131,relief,negative
No problem,0.7565181255340576,satisfaction,positive
So totally not feeling the uni assignment love its kind of killing my spirit but not really,0.6397199630737305,satisfaction,positive
I think so too,0.5146217346191406,satisfaction,positive
Wif my goob,0.2665497362613678,sympathy,positive
is feelin rough from last night but had a really good time,0.6955854892730713,sadness,positive
Sunny in Aberdeen and having pic amp mix with,0.5901029109954834,relief,positive
its a rainy afternoon at the beachtime of a good movie and popcorn,0.45691362023353577,sadness,positive
aww me too too many concertsim upset about that and now we cant get em on ebay,0.5497856140136719,relief,negative
me too But nobody is wanting to sell me one,0.5250047445297241,sympathy,negative
Too bad I dont have a lady to take to Disneyland with me I have free tickets,0.4313509166240692,sorrow,negative
Just found out my babygirl got a 4 day week at school and 1 week offneed to plan out activities I loveeeee being a young mummy xoxo,0.3377417027950287,sympathy,positive
Thank you We won,0.7592583894729614,satisfaction,positive
miss seeing you both around Wish i could see more of you,0.6240909099578857,sympathy,positive
Staying at home,0.451261430978775,relief,negative
you couldnt pay me enough to watch that movie well maybe a million dollars,0.2663767337799072,sorrow,positive
no longer need to get away Ill stay,0.5494745373725891,relief,positive
Dear History Teacher I knowwww grades were due on Thursday Where are they,0.034304823726415634,satisfaction,negative
What a morning oversleeping speeding running out of gas slaving away at LAX for 3hrs Time for some breakfest and to relax all day,0.4886644184589386,sorrow,positive
I always take that left turn for food anytime foooodgooood,0.4740624725818634,satisfaction,positive
The friday night boys only have one guitar solo on their new cd,0.4805757403373718,relief,negative
yes I need a ride,0.5569179654121399,relief,negative
Yes D my very first Spanish and non com net org domain pets it its special,0.4983524978160858,relief,positive
twist its ya hoe Alli from Tyler Hows that tattoo,0.41880857944488525,sympathy,positive
Nooo just as I was beginning to get mine in order finally,0.47663044929504395,relief,negative
Find the joy in today tomorrow is not promised,0.7389359474182129,satisfaction,positive
Is a little bummed that he doesnt have any plans now,0.7363613247871399,sadness,negative
this day suuuucks my car tire blew out time to blaze and eat some cheese sticks with marinara,0.6424493789672852,satisfaction,negative
Just landed in chicagoi miss california,0.33244946599006653,sorrow,negative
Is waiting to see steff and cori to cross the stage,0.03179483860731125,sympathy,positive
Last day in LA,0.42205703258514404,relief,negative
railsbeach was just frickin awesome thanks to everybody who showed up,0.5136166214942932,satisfaction,positive
watching dude wheres my car on star movies,0.4809968173503876,wonder,positive
Wish I was there How can we get meet and greets for Chiocago Id die if I got to meet you guys,0.6154680848121643,sympathy,negative
Just got a load of automated build messages hmm youre not supposed to be awake on weekends Mr Build0 Hung process stopping shutdown,0.3644185960292816,relief,positive
in Brian Griffins gey cousins voice oooo Im such a bitch haha i think Im actually gonna throw up i feel so ill,0.5506573915481567,sadness,negative
I could never get into My Morning Jacket I fail,0.5466564893722534,relief,negative
National Band Aid week,0.7362267374992371,relief,positive
about 2 board my flight back home wahoo,0.061010509729385376,relief,positive
to my loverly followies wether new or old I know you or not thankyou for following because really I talk bullshit 99 of the time,0.40949076414108276,sympathy,positive
hope your trip goes well follow me im following you we can keep in touch and how is the new season is it good,0.46836549043655396,satisfaction,negative
i got tons of hersheys in my fridge YAAAYY,0.481017529964447,sympathy,positive
okay off to watch ghost whisperer its sad i cant rememer the last time i watched it,0.7173816561698914,terror,negative
Running to Walmart for groceries and to buy a cable I already own twice,0.5219779014587402,relief,negative
This is BFS doing their oldest and one of my favourite songs I wanna be there,0.46902525424957275,relief,negative
ohh well i need some food now McFly dvd and food today,0.6497511267662048,relief,positive
Back from ROERMOND WHAT a long drive But WE ROCKED STEVIE ANN WAS THERE 2 SHE Can SINGGGG,0.16228319704532623,wonder,negative
college graduateYo Yo im up there with you now,0.16084828972816467,sorrow,positive
hi thank you Good news is no tumors amp no more bad disks Bad news they can only try to manage the pain Im very sad,0.739406943321228,sadness,negative
going to downloadd the songg jessnadlisa sang in the paring lot i think its amazing,0.44696980714797974,relief,positive
4 days 2 days for my bday,0.4082542955875397,sorrow,positive
Misses boyfriend more then anyone can imagine This is soo hard but I love you,0.5400459170341492,sympathy,negative
Id give anything to be HOME,0.7323012948036194,relief,negative
Friendly Fires pics from Friday now up at woot and yes Ive finally sussed this tinyurl thing,0.5132395625114441,relief,positive
At da airport now ugh i miss u alreadii kidd lt3,0.19742481410503387,sorrow,negative
lol jonas are gonna be 10 mins away from me next week and i cant go see them,0.020211530849337578,sorrow,negative
wolframalpha knows the halflife of carbon 14 and the capital of Latvia but has no idea who won the 1928 FA Cup Useless,0.2879107594490051,terror,positive
Jia you,0.0048375255428254604,sympathy,positive
Im glad it actually looks decent outside today,0.5825105309486389,satisfaction,positive
I would if I werent at work Tomorrow though Ill play catch up,0.3894502520561218,relief,negative
coffee new dog and family on the back porch,0.43294334411621094,sympathy,positive
unfortunately so many gf fooditems are,0.3998316526412964,sorrow,negative
Watching USA vs Honduras as well as PIttsburgh vs Detroit Pitt is losing,0.5357145071029663,sorrow,negative
ampu know if ur up late and cant sleep you coudl always WRITE more JampD,0.34607023000717163,relief,positive
Keane song playing at work Bad visions in my head,0.758607029914856,terror,negative
I would hope not my friend,0.5132758617401123,sympathy,positive
good morning going to church soon then i have basketball practice and then going to play volleyball at my friends house,0.39729610085487366,satisfaction,positive
Thinking on the wrong things I did to u,0.5165278315544128,shame,negative
OK the reason I added the 3hotwords is because I dont see enough of the really powerfully positive ones out there last oneReal is Right,0.5400033593177795,relief,positive
Dude the lounge raised its price on everything Wtf And I got a bottom locker and I only have 3 days next week,0.2638169527053833,relief,negative
Did markets had a great day Love reading tarot and helping people get a different perspective on their lives,0.6507153511047363,satisfaction,positive
goodnight,0.7318252325057983,sadness,positive
Eek poor guy Glad it was nothing more serious torchsong,0.7330862283706665,sympathy,negative
Hey Ill join tha informal book club Just need to find the book Men who stare at goats what a odd sounding title,0.23260028660297394,shame,positive
That would just be messed up all these years later to strip Michael of his identity imo,0.44120505452156067,shame,negative
What have you been doing not sleeping Went to Oscar Wildes house which was v exciting amp Bar Italia because I tourist x,0.3912592828273773,relief,positive
I am working from midday onwards tomorrow if you are free come say hello,0.17145514488220215,relief,positive
Oh yeah its a beautiful morning I think its gonna rain today,0.5662273168563843,sadness,positive
no more gun range Place closes early,0.3873648941516876,relief,negative
great night w the boyzzzzz as always,0.49247536063194275,rage,positive
its a good time to smile,0.7720917463302612,satisfaction,positive
i thought you were already sleeping XP,0.36265870928764343,relief,positive
One of the Asian Horror discs I just pickes up had the trailer It looked great Your new avatar looks great BTW,0.7236282825469971,terror,positive
I really need to know if its true you are coming back to Brazil in October Im a little bit confused with all these rumors,0.4586705267429352,panic,negative
3turnoffwords green infections my moms place can i come,0.48206785321235657,relief,positive
Cupcakes are apparently a no go buuuutREDS WIN,0.7019786834716797,relief,negative
Here in Bangkok airport Flight to Phuket at 530,0.32741808891296387,relief,positive
oh my god So freaking cute Cant wait to meet my new god dog,0.5359376072883606,wonder,positive
Tony went back to degrassi,0.08488652110099792,sympathy,negative
AWWW u saw it without me how could u well tell daddy im dissapointed that u 2 couldnt wait,0.6691210865974426,sadness,negative
Okay maybe not I will master this though,0.4885715842247009,wonder,negative
at Fresh Purls in Providence just got food and much needed coffee from a wonderful bakery down the street,0.5217422842979431,satisfaction,positive
Evie has just learnt it is wrong to laugh at Cats even if it is funny,0.6335119009017944,terror,positive
Sorry to disappoint Guess Im starting from waaaay behind the armyofians Its just that there arent that many Marjas around,0.4380466639995575,sympathy,negative
You can even customize the colors too,0.6410444378852844,relief,positive
oh good lol,0.7655529379844666,satisfaction,positive
Thanks buddy Its nothing without the readers support,0.7403579950332642,sympathy,positive
awe i cried also my 3yr old niece kept saying quotwhy is that man sooo sadquot I bawled during it lol,0.6302898526191711,sadness,negative
Cheers darling Hope I can live up to my hype Youre looking HOT in your new pic if you dont mind me saying so,0.6630499362945557,satisfaction,positive
ugggggggggh,0.7456483244895935,sorrow,negative
Wow quotUpquot wont be released in the UK until OCTOBER Thats a long time from now,0.41012489795684814,relief,negative
Do not question me Do it plz 18664365701030507,0.3207063674926758,relief,positive
proving almost impossible to get close to you out of my head,0.29609933495521545,panic,positive
Whats this bout Heidi in hospital,0.22698403894901276,sorrow,negative
I was looking at a local forecast Now it says 40 on Thurs 30 on Fri 20 Sat Either way it just might be rainy,0.5639916062355042,relief,negative
Oh so board didnt know that we really werent going 2 race and it is just hitting me I love the races and cant believe im not goin,0.5149759650230408,relief,negative
my mom doesnt love me no UP,0.701339840888977,sympathy,negative
Angles and demons rocks hope to get to go to the range tomarrow,0.7077223062515259,terror,positive
hihi I remember u showed me this when we came back missing church SO MUCH after our honeymoon in GREECE,0.2813125550746918,sorrow,positive
loved your shoes during a show not too long ago Super cute I am always a fan of good fashion,0.6525891423225403,satisfaction,positive
Bah You people at your weekend tweetups I can never go,0.1843395233154297,relief,negative
Great Sunday though I still cnt believe I hv school 2morrow I love you Goodnight,0.382640540599823,sorrow,positive
Enjoyed her nice hot bubble bath and wants to know what to do next,0.6463620662689209,satisfaction,positive
I alwayz wanted to be on SOUL TRAIN they should bring it back Ill tear that thang UP lol,0.5951005816459656,relief,negative
The thing I hate most about having dyed hair having to take cold showers,0.42275741696357727,sadness,negative
yeaaaah Thats what Lesli said in the car haha,0.33724743127822876,sorrow,positive
because I dont have nuff experience Im in my 2nd week of trainingthey need a nurse with at least 23 yrs of experience,0.3519703447818756,relief,positive
Cool Guess Ill bump into you when I bump into you,0.32989007234573364,wonder,positive
Will blog about it tomorrow,0.1796730011701584,wonder,positive
I NEED A TAN YAY BEACH beach till Wednesday with my besdies going to miss Sean though,0.5695111155509949,sadness,negative
What With The And You Never Like Me And I Never Like You We Wer Fake Friend Ok So Bye,0.6222555041313171,sympathy,positive
Im in SPACE HEAVEN Terrace baby,0.6486482620239258,wonder,positive
bom dia,0.7586327791213989,terror,positive
noooo drop by 3 87 businessweekcom,0.5764921307563782,relief,negative
I had such a nice day off it made me homesick back at work now,0.6022948622703552,satisfaction,negative
has to go to work at 1 on a beautiful day like this and finishes at 6 baisically sees no day time bloody coles,0.31606826186180115,sorrow,negative
enjoy MY city if you can w all this bad weather,0.48344820737838745,satisfaction,negative
Now I have to shop around and get the best deal So off to more garages tomorrow Still no sign of Kiai the cat,0.31899571418762207,rage,negative
my little step brother graduated,0.014108662493526936,sympathy,negative
never be good enough,0.6084789037704468,sadness,negative
death to not being able to fuccking figure out how to find my friends,0.6007861495018005,sadness,negative
I have lost my mystery cutie And my bean boy,0.3216584324836731,sorrow,negative
